# Documentation at	https://rdm.sfb1451.de/data-catalog-submission/#table-files		
# bold indicates required			
path[POSIX]	size[bytes]	checksum[md5]	url
sourcedata/NIfTI/SFB1451C04_10571P230511/tSFB1451C04_10571P230511_20230511123833_0007_t1_mprage_0.9mma.json	2063	f9fcfa6d6b65fea41acad7b9d3d815cb
sourcedata/NIfTI/SFB1451C04_10571P230511/tSFB1451C04_10571P230511_20230511123833_0004_rfMRI_resting_PA.nii.gz	9747198	ed5dac6f6c565f5cd27bec1e026708df
sourcedata/NIfTI/SFB1451C04_10571P230511/tSFB1451C04_10571P230511_20230511123833_0004_rfMRI_resting_PAb.json	3091	183312f4191023e7a1eef2f19def2f76
sourcedata/NIfTI/SFB1451C04_10571P230511/tSFB1451C04_10571P230511_20230511123833_0001_localizerb.nii.gz	135240	9266be8c6f3abfcba73a936612f371f8
sourcedata/NIfTI/SFB1451C04_10571P230511/tSFB1451C04_10571P230511_20230511123833_0009_Axial_T2-FLAIRb.nii.gz	2367816	d79742ddfb8585bd4ab98df19eb282e2
sourcedata/NIfTI/SFB1451C04_10571P230511/tSFB1451C04_10571P230511_20230511123833_0014_ep2d_diff_dir99_APb.nii.gz	162197372	4b6bd5a84a401cb1d541b76291aad16c
sourcedata/NIfTI/SFB1451C04_10571P230511/tSFB1451C04_10571P230511_20230511123833_0011_ep2d_diff_dir98_AP.bvec	2659	8c0db8fa47beba72eea3601e3df9ca17
sourcedata/NIfTI/SFB1451C04_10571P230511/tSFB1451C04_10571P230511_20230511123833_0011_ep2d_diff_dir98_APb.nii.gz	160506128	213323075b63ac611927579244204e5d
sourcedata/NIfTI/SFB1451C04_10571P230511/tSFB1451C04_10571P230511_20230511123833_0007_t1_mprage_0.9mm.nii.gz	11734054	504921a4d40504a7bd793ed49ee5b06b
sourcedata/NIfTI/SFB1451C04_10571P230511/tSFB1451C04_10571P230511_20230511123833_0011_ep2d_diff_dir98_APa.nii.gz	160506128	213323075b63ac611927579244204e5d
sourcedata/NIfTI/SFB1451C04_10571P230511/tSFB1451C04_10571P230511_20230511123833_0008_t2w_space_0.9mm.nii.gz	10007015	560fc4bf2af51f39e6a1839b86708ab6
sourcedata/NIfTI/SFB1451C04_10571P230511/tSFB1451C04_10571P230511_20230511123833_0001_localizer.nii.gz	135240	9266be8c6f3abfcba73a936612f371f8
sourcedata/NIfTI/SFB1451C04_10571P230511/tSFB1451C04_10571P230511_20230511123833_0001_localizerd.nii.gz	135240	9266be8c6f3abfcba73a936612f371f8
sourcedata/NIfTI/SFB1451C04_10571P230511/tSFB1451C04_10571P230511_20230511123833_0014_ep2d_diff_dir99_AP.nii.gz	162197372	4b6bd5a84a401cb1d541b76291aad16c
sourcedata/NIfTI/SFB1451C04_10571P230511/tSFB1451C04_10571P230511_20230511123833_0014_ep2d_diff_dir99_APb.json	3175	5e535c978b57db4488ec2185244ddabb
sourcedata/NIfTI/SFB1451C04_10571P230511/tSFB1451C04_10571P230511_20230511123833_0013_ep2d_diff_b=0_PAa.nii.gz	15807070	b9fcd561897b839c781f9b9724ac314a
sourcedata/NIfTI/SFB1451C04_10571P230511/tSFB1451C04_10571P230511_20230511123833_0010_ep2d_diff_slice.json	2585	e11f143fbd046082ca7cbc6f29a7f7e5
sourcedata/NIfTI/SFB1451C04_10571P230511/tSFB1451C04_10571P230511_20230511123833_0013_ep2d_diff_b=0_PA.json	3167	8adc30106213e9a6bf5e5f63710eb4ff
sourcedata/NIfTI/SFB1451C04_10571P230511/tSFB1451C04_10571P230511_20230511123833_0014_ep2d_diff_dir99_APa.nii.gz	162197372	4b6bd5a84a401cb1d541b76291aad16c
sourcedata/NIfTI/SFB1451C04_10571P230511/tSFB1451C04_10571P230511_20230511123833_0001_localizerd.json	1965	ffea330e02b3c429b9abd0210481cb2c
sourcedata/NIfTI/SFB1451C04_10571P230511/tSFB1451C04_10571P230511_20230511123833_0010_ep2d_diff_slice.bval	3	9da30406da40e96ba79a5c4f8ff1dd72
sourcedata/NIfTI/SFB1451C04_10571P230511/tSFB1451C04_10571P230511_20230511123833_0002_rfMRI_resting_APc.json	2532	038f2b77641c63f6a2722fb6d20d3eb4
sourcedata/NIfTI/SFB1451C04_10571P230511/tSFB1451C04_10571P230511_20230511123833_0010_ep2d_diff_slicea.json	2585	e11f143fbd046082ca7cbc6f29a7f7e5
sourcedata/NIfTI/SFB1451C04_10571P230511/tSFB1451C04_10571P230511_20230511123833_0005_tfMRI_tapping_APb.nii.gz	412396058	4d15dbe023ce551637312ec570cdb04e
sourcedata/NIfTI/SFB1451C04_10571P230511/tSFB1451C04_10571P230511_20230511123833_0003_rfMRI_resting_APb.nii.gz	728091436	9f63b6d28f87a1c1a1e8b63c7cd63104
sourcedata/NIfTI/SFB1451C04_10571P230511/tSFB1451C04_10571P230511_20230511123833_0006_tfMRI_tapping_PAb.nii.gz	9777982	787edd7392269f1f11b4e4b255a75d80
sourcedata/NIfTI/SFB1451C04_10571P230511/tSFB1451C04_10571P230511_20230511123833_0005_tfMRI_tapping_APa.json	3070	a6b8a71d070db8ac54a9959ec99df99d
sourcedata/NIfTI/SFB1451C04_10571P230511/tSFB1451C04_10571P230511_20230511123833_0012_ep2d_diff_b=0_AP.json	3178	733c1d2e7ca9af5f0feee38a6ea66127
sourcedata/NIfTI/SFB1451C04_10571P230511/tSFB1451C04_10571P230511_20230511123833_0011_ep2d_diff_dir98_APa.json	3171	b562f0e29a2a125bdbe9420812dc1e6d
sourcedata/NIfTI/SFB1451C04_10571P230511/tSFB1451C04_10571P230511_20230511123833_0001_localizerb.json	1965	ffea330e02b3c429b9abd0210481cb2c
